node_id,lat,lon,thetao,so,zos,uo,vo
90,10.0,87.5,0.0033623010066357734,-0.25440471295816713,0.46968222261624154,0.9549289707068507,-0.16103674875635976
91,10.0,87.58334,-0.03197468925956682,-0.22306048140502346,0.4658949080118098,0.9434173618371685,-0.06142283752831122
92,10.0,87.66669,-0.06924247947538628,-0.17945079629269076,0.46506967111008035,0.9731899240556958,0.09345143861615215
93,10.0,87.75,-0.08312670982070847,-0.15189072444179644,0.4744184663050702,1.047889171491921,0.28255258042451276
94,10.0,87.83334,-0.0978410036957843,-0.1358870354486038,0.4954479110579814,1.1597780238518616,0.4780170520142912
95,10.0,87.91669,-0.1342452185002259,-0.11447714159922043,0.5261058353675999,1.272466843083871,0.6299871419102169
96,10.0,88.0,-0.1879003188358404,-0.07907871564663115,0.565760708957885,1.3403145577083715,0.7186030371450873
97,10.0,88.08334,-0.24972716261645098,-0.03848901041319164,0.6123707239651907,1.3583818107850472,0.7536711067412853
98,10.0,88.16669,-0.3118272571242318,0.002288065834640947,0.6598787908949677,1.3606828700331501,0.7485235348360298
99,10.0,88.25,-0.3644280221068559,0.032432755501586634,0.7049730398871851,1.3652713464716926,0.6983405835635438
100,10.0,88.33334,-0.42063260328383434,0.06718089381601965,0.7470949423917241,1.3495580262082258,0.6164388449542904
101,10.0,88.41669,-0.4696733753019344,0.08201075851323714,0.7891861318939252,1.289377063257454,0.5454911610373354
102,10.0,88.5,-0.5053789962661227,0.08895634484051393,0.8273881591152492,1.2196915685791139,0.5001968905072212
103,10.0,88.58334,-0.5350060774690324,0.1062991854953403,0.858679294047541,1.1789731615842,0.48385008136257995
104,10.0,88.66669,-0.5669661012011873,0.12242411455667038,0.8858807453341461,1.163269034881333,0.48842889230470915
105,10.0,88.75,-0.5953223087389877,0.1423313663495252,0.9113142852581986,1.1647206853899956,0.49422573552717675
106,10.0,88.83334,-0.6262615089997763,0.15331277736896234,0.9376526918438431,1.1734449083658551,0.4988533040088361
107,10.0,88.91669,-0.6424761040373013,0.16154608017744024,0.9644584214984985,1.1872049147517272,0.5099207235342987
108,10.0,89.0,-0.6699635804896299,0.15968339185798763,0.9923363056572674,1.2127802140735344,0.5274384332633587
109,10.0,89.08334,-0.6807363615169475,0.16399843610099343,1.0195016294912742,1.251846788191894,0.5450730615821082
110,10.0,89.16669,-0.6896763004024968,0.16172977725037105,1.0454955650172588,1.306279742169347,0.5517901056349022
111,10.0,89.25,-0.7058573835583885,0.16569763402553814,1.068709927155349,1.3759013903231556,0.561615753786436
112,10.0,89.33334,-0.7284907928476565,0.17940878354863626,1.0893240462322649,1.4548339546656406,0.5731484933069587
113,10.0,89.41669,-0.7320817198567624,0.20549009396248719,1.1092613590266531,1.533670092538428,0.5797957504659828
114,10.0,89.5,-0.7519671548519086,0.23724213301752523,1.1292388134350404,1.6067619920687415,0.5832064682913483
115,10.0,89.58334,-0.7521733818158212,0.28905021849449,1.1490923889555766,1.6701512958355305,0.5912105052698582
116,10.0,89.66669,-0.7483220932647753,0.3277992790572244,1.1710984885123223,1.7153315453858906,0.6077817607922598
117,10.0,89.75,-0.7409752576754298,0.36155545317786236,1.195417025093133,1.7342329975787112,0.62085096694659
118,10.0,89.83334,-0.7277818876592063,0.3911545625382286,1.2205846034863006,1.7340049803291893,0.6079123613445726
119,10.0,89.91669,-0.7064141963609535,0.4233327788024463,1.2428601186197876,1.7272453831234587,0.5626933860308426
